region_standard,year,total,18_30,31_40,41_50,51_60,60_
Республика Крым,2018,123717.33333333333,5589.916666666667,10622.083333333334,15514.25,29364.833333333332,62626.25
Республика Крым,2019,124125.58333333333,5176.166666666667,10574.75,15452.666666666666,28143.833333333332,64778.166666666664
Республика Крым,2020,123994.75,4893.75,10527.666666666666,15396.583333333334,27031.75,66145.0
Республика Крым,2021,122636.91666666667,4854.583333333333,10314.416666666666,15506.5,25865.0,66096.41666666667
Республика Марий Эл,2017,64752.75,2997.3333333333335,3789.0,4710.5,11949.333333333334,41306.583333333336
Республика Марий Эл,2018,63430.583333333336,2829.3333333333335,3888.0833333333335,4661.25,11252.166666666666,40799.75
Республика Марий Эл,2019,62793.416666666664,2699.4166666666665,3957.3333333333335,4786.916666666667,10630.75,40719.0
Республика Марий Эл,2020,61341.5,2546.3333333333335,3947.5833333333335,4875.0,9860.25,40112.333333333336
Республика Марий Эл,2021,59123.25,2491.0833333333335,3930.25,4895.666666666667,9115.083333333334,38691.166666666664
Республика Мордовия,2017,71481.16666666667,2744.9166666666665,4020.5,6193.75,14876.0,43646.0
Республика Мордовия,2018,70346.25,2554.9166666666665,4031.75,6009.0,14031.666666666666,43718.916666666664
Республика Мордовия,2019,69570.91666666667,2414.9166666666665,4021.5833333333335,5870.416666666667,13203.083333333334,44060.916666666664
Республика Мордовия,2020,67630.0,2281.6666666666665,3969.1666666666665,5714.416666666667,12245.75,43419.0
Республика Мордовия,2021,64958.166666666664,2211.5,3888.3333333333335,5647.916666666667,11322.083333333334,41888.333333333336
Республика Саха (Якутия),2017,51465.583333333336,4485.0,5433.666666666667,6983.666666666667,12462.083333333334,22101.166666666668
Республика Саха (Якутия),2018,51579.75,4306.583333333333,5531.5,6955.416666666667,11991.75,22794.5
Республика Саха (Якутия),2019,53252.666666666664,4172.833333333333,5581.25,7037.583333333333,11770.416666666666,24690.583333333332
Республика Саха (Якутия),2020,53133.25,4114.166666666667,5569.833333333333,6985.166666666667,11245.416666666666,25218.666666666668
Республика Саха (Якутия),2021,52181.0,4146.75,5546.916666666667,6980.916666666667,10573.416666666666,24933.0
Республика Северная Осетия - Алания,2017,67368.58333333333,3471.8333333333335,4217.083333333333,7678.083333333333,14965.833333333334,37035.75
Республика Северная Осетия - Алания,2018,66773.25,3353.3333333333335,4248.666666666667,7483.666666666667,14679.416666666666,37008.166666666664
Республика Северная Осетия - Алания,2019,65987.5,3184.3333333333335,4286.25,7209.166666666667,14145.583333333334,37162.166666666664
Республика Северная Осетия - Алания,2020,58901.5,2595.5833333333335,3701.9166666666665,5846.916666666667,11963.666666666666,34793.416666666664
Республика Северная Осетия - Алания,2021,54691.5,2254.1666666666665,3448.9166666666665,5338.166666666667,10655.916666666666,32994.333333333336
Республика Татарстан,2017,288897.5,13899.166666666666,17355.833333333332,25309.666666666668,59321.0,173011.83333333334
Республика Татарстан,2018,284570.0,13126.416666666666,17593.833333333332,24770.416666666668,56649.583333333336,172429.75
Республика Татарстан,2019,283722.9166666667,12538.0,18195.5,24654.5,54126.583333333336,174208.33333333334
Республика Татарстан,2020,279579.8333333333,12156.666666666666,18498.083333333332,24617.583333333332,51185.583333333336,173121.91666666666
Республика Татарстан,2021,272816.25,12151.666666666666,18735.5,24743.083333333332,48403.75,168782.25
Республика Тыва,2017,20380.583333333332,2083.3333333333335,2942.5,4298.25,4877.666666666667,6178.833333333333
Республика Тыва,2018,20518.75,2019.4166666666667,2915.4166666666665,4235.25,4977.833333333333,6370.833333333333
Республика Тыва,2019,20842.333333333332,1938.8333333333333,2891.75,4223.833333333333,5089.0,6698.916666666667
Республика Тыва,2020,20862.333333333332,1884.0,2862.9166666666665,4161.083333333333,5113.25,6841.083333333333
Республика Тыва,2021,20845.666666666668,1898.5833333333333,2862.5,4107.5,5037.25,6939.833333333333
Республика Хакасия,2017,28683.833333333332,1729.3333333333333,2802.9166666666665,2842.1666666666665,5350.5,15958.916666666666
Республика Хакасия,2018,28134.333333333332,1595.1666666666667,2781.3333333333335,2874.0833333333335,5044.666666666667,15839.083333333334
Республика Хакасия,2019,27553.333333333332,1497.0,2759.8333333333335,2956.1666666666665,4674.0,15666.333333333334
Республика Хакасия,2020,27075.25,1469.0,2749.8333333333335,3093.1666666666665,4381.916666666667,15381.333333333334
Республика Хакасия,2021,26370.333333333332,1492.25,2676.0,3240.6666666666665,4127.0,14834.416666666666
Ростовская область,2017,362963.5833333333,18569.25,31312.916666666668,44608.416666666664,84241.91666666667,184231.08333333334
Ростовская область,2018,355260.0833333333,16542.666666666668,30436.666666666668,43198.0,80310.58333333333,184772.16666666666
Ростовская область,2019,352932.0833333333,15465.0,30880.5,43261.416666666664,76851.41666666667,186473.75
Ростовская область,2020,347545.4166666667,14378.916666666666,30113.166666666668,42774.083333333336,73258.41666666667,187020.83333333334
Ростовская область,2021,340176.4166666667,13836.75,29434.916666666668,42959.333333333336,69500.08333333333,184445.33333333334
Рязанская область,2017,136851.08333333334,4232.583333333333,6349.416666666667,9724.083333333334,24622.333333333332,91922.66666666667
Рязанская область,2018,133304.0,3959.8333333333335,6324.0,9401.25,22763.416666666668,90855.5
Рязанская область,2019,131707.08333333334,3782.9166666666665,6374.916666666667,9410.5,21291.083333333332,90847.66666666667
Рязанская область,2020,128417.0,3633.75,6297.916666666667,9406.416666666666,19757.833333333332,89321.08333333333
Рязанская область,2021,123210.08333333333,3584.0,6180.833333333333,9440.5,18208.333333333332,85796.41666666667
Самарская область,2017,220708.58333333334,9385.25,14395.75,20679.833333333332,44659.0,131588.75
Самарская область,2018,214693.16666666666,8770.583333333334,14357.0,20334.166666666668,41638.166666666664,129593.25
Самарская область,2019,210948.0,8243.5,14458.75,20187.0,38915.75,129143.0
Самарская область,2020,207203.5,8070.916666666667,14553.25,20356.0,36667.25,127556.08333333333
Самарская область,2021,201492.75,8172.416666666667,14660.083333333334,20678.0,34736.666666666664,123245.58333333333
Санкт-Петербург,2017,612952.6666666666,13805.833333333334,19191.25,27040.416666666668,65920.91666666667,486994.25
Санкт-Петербург,2018,595871.5833333334,13262.416666666666,19692.25,27493.5,62437.5,472985.9166666667
Санкт-Петербург,2019,580595.75,12656.75,20153.583333333332,28180.916666666668,59536.0,460068.5
Санкт-Петербург,2020,561072.1666666666,12656.916666666666,20622.166666666668,28600.833333333332,56502.0,442690.25
Санкт-Петербург,2021,532725.9166666666,13099.583333333334,20797.166666666668,29037.666666666668,53327.166666666664,416464.3333333333
Саратовская область,2017,138378.83333333334,6839.666666666667,9673.083333333334,13251.583333333334,26686.166666666668,81928.33333333333
Саратовская область,2018,137101.25,6454.25,9864.75,13355.916666666666,25967.833333333332,81458.5
Саратовская область,2019,136583.33333333334,6194.083333333333,10071.666666666666,13557.916666666666,25296.083333333332,81463.58333333333
Саратовская область,2020,134891.75,5982.333333333333,10105.333333333334,13748.666666666666,24420.75,80634.66666666667
Саратовская область,2021,131070.41666666667,5833.75,10068.666666666666,13908.083333333334,23293.833333333332,77966.08333333333
Сахалинская область,2017,21680.666666666668,1503.1666666666667,2193.4166666666665,2467.4166666666665,3533.0833333333335,11983.583333333334
Сахалинская область,2018,21338.75,1407.1666666666667,2213.1666666666665,2569.4166666666665,3408.0,11741.0
Сахалинская область,2019,21589.166666666668,1364.8333333333333,2176.3333333333335,2687.0,3383.6666666666665,11977.333333333334
Сахалинская область,2020,21507.333333333332,1360.8333333333333,2154.8333333333335,2800.1666666666665,3321.9166666666665,11869.583333333334
Сахалинская область,2021,21093.916666666668,1409.6666666666667,2119.3333333333335,2886.5833333333335,3222.8333333333335,11455.5
Свердловская область,2017,278077.3333333333,14232.75,21881.583333333332,24569.5,45204.5,172189.0
Свердловская область,2018,273568.5,13523.416666666666,22208.75,25262.25,43297.416666666664,169276.66666666666
Свердловская область,2019,272978.6666666667,13087.5,22657.75,26490.083333333332,42095.666666666664,168647.66666666666
Свердловская область,2020,270052.25,12913.25,22738.166666666668,27707.666666666668,40483.666666666664,166209.5
Свердловская область,2021,263088.1666666667,12984.0,22390.833333333332,28694.833333333332,38907.166666666664,160111.33333333334
Севастополь,2017,19600.666666666668,824.8333333333334,1473.6666666666667,1957.3333333333333,3559.0833333333335,11785.75
Севастополь,2018,19857.5,772.3333333333334,1496.4166666666667,2018.3333333333333,3457.0833333333335,12113.333333333334
Севастополь,2019,20194.5,767.75,1512.4166666666667,2056.6666666666665,3373.1666666666665,12484.5
Севастополь,2020,20424.0,763.5833333333334,1487.3333333333333,2121.75,3283.4166666666665,12767.916666666666
Севастополь,2021,20742.333333333332,798.5,1463.25,2182.25,3196.25,13102.083333333334
Смоленская область,2017,78519.33333333333,3404.5833333333335,5248.666666666667,6913.916666666667,15065.916666666666,47886.25
Смоленская область,2018,76470.58333333333,3153.9166666666665,5216.5,6907.166666666667,14157.083333333334,47035.916666666664
Смоленская область,2019,75135.66666666667,2926.0,5269.916666666667,6980.416666666667,13344.75,46614.583333333336
Смоленская область,2020,73240.0,2707.5,5277.583333333333,6986.75,12580.833333333334,45687.333333333336
Смоленская область,2021,70308.66666666667,2632.25,5165.25,6987.5,11733.25,43790.416666666664
Ставропольский край,2017,219634.18181818182,9949.09090909091,14740.545454545454,22818.18181818182,49129.72727272727,122996.63636363637
Ставропольский край,2018,214758.5,9577.0,14570.583333333334,22027.0,46493.083333333336,122090.83333333333
Ставропольский край,2019,213210.75,9330.0,14625.75,22060.333333333332,44755.416666666664,122439.25
Ставропольский край,2020,209674.16666666666,9228.0,14412.916666666666,21900.5,42445.833333333336,121686.91666666667
Ставропольский край,2021,205115.25,9372.0,14332.583333333334,21986.75,40009.583333333336,119414.33333333333
Тамбовская область,2017,114763.5,3326.0833333333335,5740.416666666667,9559.25,21422.583333333332,74715.16666666667
Тамбовская область,2018,111268.83333333333,3104.6666666666665,5807.333333333333,9415.583333333334,20211.416666666668,72729.83333333333
Тамбовская область,2019,109721.75,3021.5,5878.416666666667,9700.083333333334,19306.166666666668,71815.58333333333
Тамбовская область,2020,107306.25,2946.6666666666665,5808.833333333333,9912.416666666666,18408.416666666668,70229.91666666667
Тамбовская область,2021,103439.08333333333,2950.3333333333335,5700.166666666667,9907.916666666666,17459.416666666668,67421.25
Тверская область,2017,101424.66666666667,4129.833333333333,6287.916666666667,8168.666666666667,18541.916666666668,64296.333333333336
Тверская область,2018,98550.5,3859.1666666666665,6159.25,8077.666666666667,17427.333333333332,63027.083333333336
Тверская область,2019,97678.08333333333,3707.8333333333335,6225.0,8273.833333333334,16811.416666666668,62660.0
Тверская область,2020,95538.83333333333,3637.1666666666665,6184.083333333333,8349.166666666666,15821.416666666666,61547.0
Тверская область,2021,91818.5,3620.0833333333335,6129.5,8397.416666666666,14671.5,59000.0
Томская область,2017,54354.25,3147.3333333333335,4683.25,4934.083333333333,9724.166666666666,31865.416666666668
Томская область,2018,66716.91666666667,3932.4166666666665,6034.833333333333,6447.583333333333,11482.166666666666,38819.916666666664
Томская область,2019,55384.5,3013.75,5082.833333333333,5709.0,9106.416666666666,32472.5
Томская область,2020,62138.0,3535.5,5817.25,7263.416666666667,10679.416666666666,34842.416666666664
Томская область,2021,64222.083333333336,3953.5,6153.5,7993.916666666667,10961.583333333334,35159.583333333336
Тульская область,2017,152246.66666666666,5769.75,9077.0,14282.333333333334,29717.083333333332,93400.5
Тульская область,2018,148795.5,5379.333333333333,8965.583333333334,14008.5,27752.5,92689.58333333333
Тульская область,2019,147285.91666666666,5117.333333333333,8943.916666666666,14038.666666666666,26109.25,93076.75
Тульская область,2020,144234.25,4838.75,8901.083333333334,13876.083333333334,24534.5,92083.83333333333
Тульская область,2021,139857.33333333334,4726.416666666667,8768.0,13859.416666666666,23295.916666666668,89207.58333333333
Тюменская область,2017,95182.08333333333,5225.25,7292.5,7712.166666666667,16688.5,58263.666666666664
Тюменская область,2018,94073.58333333333,4976.5,7440.583333333333,7830.333333333333,15772.416666666666,58053.75
Тюменская область,2019,93419.83333333333,4765.583333333333,7559.75,8000.416666666667,15003.166666666666,58090.916666666664
Тюменская область,2020,92296.16666666667,4626.166666666667,7607.166666666667,8294.75,14158.916666666666,57609.166666666664
Тюменская область,2021,89621.5,4598.416666666667,7615.666666666667,8574.75,13222.416666666666,55610.25
Удмуртская Республика,2017,107001.16666666667,4932.916666666667,7918.833333333333,9345.666666666666,20526.166666666668,64277.583333333336
Удмуртская Республика,2018,105286.5,4607.083333333333,7902.5,9397.25,19351.916666666668,64027.75
Удмуртская Республика,2019,104181.08333333333,4418.75,7817.0,9504.75,18203.916666666668,64236.666666666664
Удмуртская Республика,2020,102342.5,4319.416666666667,7618.833333333333,9676.833333333334,17003.916666666668,63723.5
Удмуртская Республика,2021,99446.58333333333,4375.5,7467.5,9932.166666666666,15837.5,61833.916666666664
Ульяновская область,2017,114737.58333333333,4774.583333333333,6964.416666666667,9318.166666666666,23024.833333333332,70655.58333333333
Ульяновская область,2018,112299.0,4446.75,7033.5,9100.416666666666,21626.416666666668,70091.91666666667
Ульяновская область,2019,111549.25,4291.583333333333,7069.833333333333,9188.0,20511.0,70488.83333333333
Ульяновская область,2020,109309.5,4091.3333333333335,7101.0,9194.916666666666,19298.166666666668,69624.08333333333
Ульяновская область,2021,105709.0,4037.4166666666665,7032.333333333333,9297.166666666666,18025.416666666668,67316.66666666667
Хабаровский край,2017,69928.0,3899.4545454545455,5907.636363636364,7152.909090909091,10811.727272727272,42156.27272727273
Хабаровский край,2018,68112.66666666667,3644.3333333333335,5786.833333333333,7285.916666666667,10372.75,41022.833333333336
Хабаровский край,2019,67589.5,3471.75,5718.25,7376.416666666667,10122.333333333334,40900.75
Хабаровский край,2020,65669.5,3413.0,5593.0,7445.333333333333,9688.333333333334,39529.833333333336
Хабаровский край,2021,63298.75,3489.3333333333335,5506.916666666667,7545.75,9420.416666666666,37336.333333333336
Ханты-Мансийский автономный округ,2017,47381.916666666664,4067.75,5428.333333333333,5731.5,12158.5,19995.833333333332
Ханты-Мансийский автономный округ,2018,48164.833333333336,3983.0,5624.75,5946.333333333333,11727.666666666666,20883.083333333332
Ханты-Мансийский автономный округ,2019,52376.583333333336,3916.75,5782.75,6454.75,11406.25,24816.083333333332
Ханты-Мансийский автономный округ,2020,52983.333333333336,3900.25,5861.75,6708.916666666667,10866.333333333334,25646.083333333332
Ханты-Мансийский автономный округ,2021,52900.833333333336,3958.0833333333335,5878.083333333333,6991.416666666667,10282.666666666666,25790.583333333332
Челябинская область,2017,225776.91666666666,11473.0,15244.166666666666,18098.5,37878.166666666664,143083.08333333334
Челябинская область,2018,221506.16666666666,11012.416666666666,15337.666666666666,18254.083333333332,35772.25,141129.75
Челябинская область,2019,220403.66666666666,10771.416666666666,15626.333333333334,18795.833333333332,34329.416666666664,140880.66666666666
Челябинская область,2020,217776.75,10640.833333333334,15834.833333333334,19422.083333333332,32917.5,138961.5
Челябинская область,2021,211679.66666666666,10725.916666666666,15894.666666666666,20154.25,31266.25,133638.58333333334
Чеченская Республика,2017,143754.41666666666,21767.75,32299.083333333332,35913.5,32822.166666666664,20951.916666666668
Чеченская Республика,2018,151344.25,22554.0,34600.75,37331.833333333336,33843.916666666664,23013.75
Чеченская Республика,2019,162342.08333333334,23763.25,37518.416666666664,39517.583333333336,35446.583333333336,26096.25
Чеченская Республика,2020,169851.33333333334,24893.25,39461.833333333336,41117.0,36123.333333333336,28255.916666666668
Чеченская Республика,2021,177223.58333333334,26904.333333333332,41237.916666666664,42629.666666666664,36485.0,29966.666666666668
Чувашская Республика,2017,80409.25,3924.75,5113.416666666667,7502.333333333333,15210.75,48658.0
Чувашская Республика,2018,79259.58333333333,3727.0833333333335,5103.583333333333,7353.166666666667,14522.0,48553.75
Чувашская Республика,2019,77992.0,3547.5,5107.416666666667,7113.25,13596.916666666666,48626.916666666664
Чувашская Республика,2020,76296.41666666667,3492.6666666666665,5147.5,7028.666666666667,12938.0,47689.583333333336
Чувашская Республика,2021,74283.66666666667,3502.1666666666665,5186.666666666667,7122.083333333333,12530.25,45942.5
Чукотский автономный округ,2017,1555.75,168.75,228.08333333333334,263.1666666666667,401.0833333333333,494.6666666666667
Чукотский автономный округ,2018,1572.6666666666667,173.58333333333334,229.08333333333334,263.75,390.3333333333333,515.9166666666666
Чукотский автономный округ,2019,1639.25,176.66666666666666,227.83333333333334,274.9166666666667,395.0833333333333,564.75
Чукотский автономный округ,2020,1631.1666666666667,173.5,220.66666666666666,285.1666666666667,388.5,563.3333333333334
Чукотский автономный округ,2021,1645.9166666666667,180.5,218.66666666666666,290.8333333333333,377.8333333333333,578.0833333333334
Ямало-Ненецкий автономный округ,2017,13443.833333333334,1300.5833333333333,1354.75,1674.0,3591.8333333333335,5522.666666666667
Ямало-Ненецкий автономный округ,2018,13471.75,1256.5,1417.5,1674.3333333333333,3391.8333333333335,5731.583333333333
Ямало-Ненецкий автономный округ,2019,13558.666666666666,1218.8333333333333,1436.75,1725.4166666666667,3251.0,5926.666666666667
Ямало-Ненецкий автономный округ,2020,13755.25,1254.75,1475.0,1768.5,3082.75,6174.25
Ямало-Ненецкий автономный округ,2021,13883.833333333334,1298.9166666666667,1507.0,1801.4166666666667,2970.5,6306.0
Ярославская область,2017,110406.66666666667,3043.25,5202.333333333333,7547.583333333333,16271.666666666666,78341.83333333333
Ярославская область,2018,106156.91666666667,2850.25,5168.666666666667,7438.416666666667,15252.166666666666,75447.41666666667
Ярославская область,2019,102439.5,2687.75,5107.5,7362.916666666667,14278.5,73002.83333333333
Ярославская область,2020,98607.75,2639.9166666666665,5073.583333333333,7377.583333333333,13507.583333333334,70009.08333333333
Ярославская область,2021,93582.5,2670.1666666666665,5006.0,7445.416666666667,12710.166666666666,65750.75
